0,1,2,3,4,5,6,7,8,9
Gençlik / Kopenhag Üçlemesi 2,Tove Ditlevsen,MONOKL YAYINLARI,"Tove Ditlevsen, Kopenhag Üçlemesi ile dünyada kadın edebiyatının ve (Ferrante ve Knausgaard’ın ardından da) otobiyografik anlatının yeni simgesi haline geldi. Ne Dediler: “Dışlanmış olanların kendilerinden bir şeyler bulabileceği olağanüstü bir hikâye.” Patti Smith “Büyük edebiyat nasıl yapılır, işte örneği. A Klas… Üçleme, muazzam bir yeteneğinin ürünü.” ―Parul Sehgal, The New York Times “Ditlevsen’i okuma deneyimi altüst edici, sanki Ditlevsen kafanızın içine girip tüm eşyaların yerini değiştirmiş gibi.” ―Deborah Eisenberg, The New York Review of Books “Kopenhag Üçlemesi bir başyapıt, özel bir boşluğu dolduruyor. Sanki yitip gitmiş birisinin çekmesinde bulunan değerli bir hazine gibi ya da çorapların yahut eski fotoğrafların arasına saklanmış gizli bir zula gibi.” ―Megan O’Grady, The New York Times Book Review “Bağımlılığa ve deliliğe usul usul kapılıp gitmek… Ditlevsen.” ―Sam Sacks, The Wall Street Journal“Ditlevsen bize çaresiz ve edilgen olduğunu anlatıp duruyor. Ama kitabı güzel kılan tam da onun hiç de çaresiz ve edilgen olmaması…” ―John Powers, NPR “Yazısının büyüklüğü çözülmemiş bir gizem olmasına dayanıyor, hem çözülmemiş hem de çözülüp gitmiş.”  ―Rachel Kushner, author of The Mars Room“Sanki yüz yıllık bir kristal gibi, Ditlevsen’in kitabı seçkin ve şeffaf, küçük çarpıklıklarla ve el değmemiş bir güzellikle parıldıyor.” Hannah Kofman, Los Angeles Review of Books “Bu yıl okuduğum en iyi kitaplar bu üçlemeden. Hepsi de küçük bir hançer gibi, bir kez içe işledi mi, işlerini bitirmeden içinizden çıkmıyorlar.” ―John Self, New Statesman “Hem Elena Ferrante’nin Napoli Romanları hem de Ditlevsen’nin Kopenhag Üçlemesi büyük bir cesaret ve parıltılı bir öznellikle dönemi tasvir ediyor: işçi sınıfının mahallerinde büyüyen kitap tutkunu kızlar – 1930’ların Kopenhag’ı ya da 1950’lerin Napoli’si, ikisi de aynı. Ama estetik açıdan Ditlevsen’in kitabı çok daha ilginç.  Sanki balçığı temizlenmiş bir kristal gibi.” ―Lucasta Miller, The Times Literary Supplement  Eve dönerken hep bebek arabalarının içine göz atıyorum çünkü fırfırlı yastıklara avuç içlerini yaslayarak uyuyan bebeklere bakmaya bayılıyorum. Bir şekilde hislerini açığa vuran insanlara da bakmayı seviyorum. Çocuklarını okşayan annelere bakmayı seviyorum ve el ele yürüyen, birbirlerine apaçık âşık olan genç bir çifti takip edip yolumu uzatmaktan üşenmiyorum. Bana hazin bir mutluluk ve gelecek için belirsiz bir umut veriyor bunlar... Yalnızlığı, aile ve akrabadan tamamen yoksun olmayı, bir çatı katında, tek bir mumu, kâğıdın üstünden haşırdayarak geçen bir kalemi ve şimdilik yüzü ve ismi benden saklı bir adamı düşünüyorum.  * Ölüm bir zamanlar zannettiğim gibi yumuşak bir kendinden geçiş değil. Zalim, iğrenç ve pis kokulu. Kendi kendime sarılıyorum, genç ve sağlıklı olduğuma seviniyorum. Yoksa gençliğim sadece bir yokluk, bir an evvel geride bırakmak istediğim bir engel.    TOVE DITLEVSEN","Çevirmen:
 Leyla Tamer


Yayın Tarihi:
29.11.2021


ISBN:
9786057072221


Dil:
TÜRKÇE


Sayfa Sayısı:
128


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",5,6,"




                    Okuyacağım                


                    24                






                    Okuyorum                


                    1                






                    Okudum                


                    18                


",477," 33,00"
Bir İdam Mahkumunun Son Günü,Victor Hugo,KARBON KİTAPLAR,"Hayatının beş yılını darbe ile başa gelen Louis Bonaparte’ye karşı çıktığı için sürgünde geçiren Victor Hugo’nun başkaldırı güncesi. Modern edebiyatın ilk monoloğu sayılan romanda Hugo, idam cezasının trajikomik yanını da gözler önüne seriyor. İdama mahkûm bir adamın altı haftaya yayılan güncesini okurken asıl suçlunun kim olduğuna karar veremeyeceksiniz. Cinayeti işleyen katil mi, idamı bir şölen gibi izlemek için can atan toplum mu? “Giyotin en acısız ölüm şekliymiş. Oysa bedensel acı, ruhsal acının yanında hiç kalır. Belki günü geldiğinde, zavallı bir insanın bu son sözleri, payına düşeni yapacaktır.” “Tanrım bir kaçabilsem! Lütfen bana bir şans ver! Kaçmam gerek! Hem de hemen! Kapılardan, pencerelerden, çatıdan! Nereden olursa olsun!”","Çevirmen:
 Tuğba Narin


Yayın Tarihi:
07.08.2018


ISBN:
9786052194973


Dil:
TÜRKÇE


Sayfa Sayısı:
85


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 19.5 cm",5,551,"




                    Okuyacağım                


                    639                






                    Okuyorum                


                    64                






                    Okudum                


                    1.588                


",23.863," 21,75"
Çeyiz,Hatice Kübra Tongar,HAYY KİTAP,"Anneler bazen kederlerini koyar kızlarının çeyizinebazen de kederlerini… Annemden aldım çeyizimi,Serdim dantel dantel ömrüme.Aldığım çeyiz değilmiş kiKaderimmiş meğerse... Anneler kızları için ince ince danteller örer...Anneler kızları için iğne oyalı tülbentler bezer...Anneler kızlarının hem tahtını hem bahtını eyler...Nesilden nesile aktarılan korkuların, kederlerin, tebessümlerin, kırık kanatların, kabuk tutmuş yaraların, yarına saklanan umutların yaşamın bağrından akan iyileşme hikâyelerini bırakıyoruz sehpanızın üzerine. Çeyizlik dantel serer gibi...","Yayın Tarihi:
03.10.2022


ISBN:
9786258222029


Dil:
TÜRKÇE


Sayfa Sayısı:
176


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",5,108,"




                    Okuyacağım                


                    433                






                    Okuyorum                


                    79                






                    Okudum                


                    314                


",11.567," 49,10"
Yabancı,Albert Camus,CAN YAYINLARI,"Başkalarından daha erken ölecektim, orası aşikârdı. Ama herkesin bildiği gibi, hayat yaşamaya değmez. Meursault, annesinin öldüğünü öğrendiği gün cenazeye katılmak üzere yola çıkar, hava çok sıcaktır. Gün boyu hissettikleri dış dünyaya ait uyarıcılardan öteye geçmez; sıcak, ışık onu rahatsız eder, dikkati kendi bedeni üzerindedir. Herkes ondan bir oğul olarak duygusal bir tepki beklerken o duyusal dünyaya dikkat kesilmiştir. Halbuki onun kayıtsızlığı, sadece annesinin ölümüyle ilgili değildir. Birkaç gün sonra ıssız bir kumsalda yürürken, onu telafi edilmez bir eylemde bulunmaya sevk edecek olan da aynı kayıtsızlıktır. Meursault, anlamın olmadığı yerde bir anlam varmış gibi davranmayı reddeder, Yabancı’nın çıkış noktasını oluşturan da budur. Camus, saçma felsefesinin temel unsurlarını Meursault’da bir araya getirerek, toplumsal düzenle bireyin özgürlüğü arasındaki açmazı, kişinin kendine ve topluma karşı yabancılaşmasını açığa vuran kült bir roman ortaya koyar. “Camus’nün karamsarlığı kabulleniş değil, tam aksine bir eylem hatta isyan çağrısıdır. Romanı bitirdikten sonra Meursault'ya karşı karışık hisler beslesek de dünyanın iyi bir yer olmadığına ve değişmesi gerektiğine inanırız.”Mario Vargas Llosa #fransızromanı #yabancılaşma #toplum #saçmafelsefesi #burjuvaahlakı #felsefiroman","Çevirmen:
 Ayça Sezen


Yayın Tarihi:
09.04.2021


ISBN:
9789750748677


Dil:
TÜRKÇE


Sayfa Sayısı:
112


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
12.5 x 19.5 cm",5,77,"




                    Okuyacağım                


                    183                






                    Okuyorum                


                    10                






                    Okudum                


                    388                


",6.640," 35,75"
Toprak Ana,Cengiz Aytmatov,KETEBE YAYINEVİ,"İnsan içinde birikenleri, gönlünden geçenleri dökecek birini bulamaz kimi zaman. Bazen sert kabuklarında şefkati taşıyan bir ağaç, öylece akıp ruhunu temizleyen bir ırmak ya da taze başlangıçları müjdeleyen bir yoldur onu dinleyen. Ya da köyünün toprağıdır sadece…Savaşın köyün eli silah tutan tüm erkeklerini çekip almasıyla geride kalanların sorumluluğunu üstlenen Tolgonay da içini toprağa, Toprak Ana’ya döker. O dertlerini toprağa fısıldadıkça savaşın neden olduğu yıkıma, yarım bıraktığı hayallere, cephede tükenen gençlik günlerine, geride kalmanın taşıması güç yüküne tanık oluruz.Toprak Ana, savaşların ve devrimlerin ortasında oradan oraya savrulan, yaralanan ve altüst olan sıradan insanın, toprakla yoğrulmuş bir halkın hikâyesi.","Çevirmen:
 Mehmet Özgül


Yayın Tarihi:
02.06.2021


ISBN:
9786257303897


Dil:
TÜRKÇE


Sayfa Sayısı:
148


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",5,62,"




                    Okuyacağım                


                    155                






                    Okuyorum                


                    10                






                    Okudum                


                    271                


",5.413," 20,48"
"Pal Sokağı Çocukları (Ciltli, İplik Dikişli)",Ferenc Molnar,KAPRA YAYINCILIK,"Dünyanın neresine giderseniz gidin, onun hakkında sohbet edebileceğiniz birilerini bulabileceğiniz bir kitap Pál Sokağı Çocukları. Dostluk nedir bilen, aynı hedef ve ideal uğruna omuz omuza müthiş bir irade gösteren çocuklardan oluşan iki çetenin, Kırmızı Gömlekliler ile Pál Sokağı Çocukları’nın savaşının hikâyesi… Çocuk olmanın verdiği gözüpeklik sayesinde her sayfada heyecanı giderek yükselen bir hikâye…Yayımlandığı ilk günden itibaren dünyanın dört bir yanından dillere tercüme edilen bu roman, ne kadar zaman geçerse geçsin okurunu çocukluğun o umut dolu, inatçı, hareketli ve “ciddi” dünyasına âdeta ışınlayıveriyor. Bu büyüleyici hikâyenin gencinden yaşlısına herkesi etkilemesinin sebebi belki tam da hiç eskimemesidir. ","Çevirmen:
 Mine Atafırat


Editor:
 Abdulkadir Annak


Yayın Tarihi:
12.01.2023


ISBN:
9786258281385


Dil:
TÜRKÇE


Sayfa Sayısı:
200


Cilt Tipi:
Ciltli


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13 x 20 cm",5,3,"




                    Okuyacağım                


                    30                






                    Okuyorum                


                    1                






                    Okudum                


                    14                


",658," 19,90"
Yüzyıllık Yalnızlık (Ciltsiz),Gabriel Garcia Marquez,CAN YAYINLARI,"""""Yüzyıllık Yalnızlık'ı yazmaya başladığımda, çocukluğumda beni etkilemiş olan her şeyi edebiyat aracılığıyla aktarabileceğim bir yol bulmak istiyordum. Çok kasvetli, kocaman bir evde, toprak yiyen bir kızkardeş, geleceği sezen bir büyükanne ve mutlulukla çılgınlık arasında ayrım gözetmeyen, adları birörnek bir yığın akraba arasında geçen çocukluk günlerimi sanatsal bir dille ardımda bırakmaktı amacım. Yüzyıllık Yalnızlık'ı iki yıldan daha az bir sürede yazdım. Ama yazı makinemin başına oturmadan önce bu kitap hakkında düşünmek on beş, on altı yılımı aldı... Büyükannem, en acımasız şeyleri, kılını bile kıpırdatmadan, sanki yalnızca gördüğü şeylermiş gibi anlatırdı bana. Anlattığı öyküleri bu kadar değerli kılan şeyin, onun duygusuz tavrı ve imgelerindeki zenginlik olduğunu kavradım. Yüzyıllık Yalnızlık'ı büyükannemin işte bu yöntemini kullanarak yazdım... Bu romanı büyük bir dikkatle ve keyifle okuyan ve hiç şaşırmayan sıradan insanlar tanıdım. Şaşırmadılar, çünkü ben onlara hayatlarında yeni olan hiçbir şey anlatmamıştım. Kitaplarımda gerçekliğe dayanmayan tek satır bulamazsınız.""""","Çevirmen:
 Seçkin Selvi


Kapak:
 Utku Lomlu


Yayın Tarihi:
24.09.2019


ISBN:
9789750719363


Dil:
TÜRKÇE


Sayfa Sayısı:
464


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
12.5 x 19.5 cm",4,2.410,"




                    Okuyacağım                


                    4.501                






                    Okuyorum                


                    420                






                    Okudum                


                    5.910                


",67.876," 74,86"
Masal Masal İçinde,Ahmet Ümit,YAPI KREDİ YAYINLARI,"Evvel zaman içinde kalbur saman içinde, cinler cirit oynar iken eski hamam içinde, bir varmış bir yokmuş... Şapkacı’nın büyük bahtsızlığından nefsine karşı girdiği mücadeleyi kaybeden Müezzin’e, ancak gözlerini kaybettiğinde hatasını görebilen Köradam’dan bilge babasının mirasıyla hayata yeniden tutunan Kuyumcu’ya... Hatalar, pişmanlıklar, keder ve elemle örülü masallar ders çıkarmasını bilene huzurun sırrını vaat ediyor, çiğ süt emmiş insanı kendi hatalarında pişmeye çağırıyor. Aydınlık bir göğü, parıltılı bir denizi, verimli toprakları olan güzel mi güzel bir ülke varmış...  Masal Masal İçinde hep aşikâr olduğumuz Doğu’ya has masal geleneğinin tüm karakteristik öğelerini –kokusunu, rengini, tadını– Batı’nın çok katmanlı kurgu anlayışıyla bir araya getiriyor ve ortaya yerelden beslenen fakat evrensel olarak da kabul görür standartları başarıyla yakalamış bir roman çıkıyor.Ahmet Ümit aile yadigârı masallarını taşıdığı çıkınını büyük bir cömertlikle seriyor okurlarının huzuruna. Oldukça iyi bir anlatıcı olan annemin düş dünyasını katarak zenginleştirdiği masalları büyük bir keyifle yazıya döktüğümü belirtmeden geçemeyeceğim.","Çizer:
 Cem Kızıltuğ


Yayın Tarihi:
08.10.2021


ISBN:
9789750845864


Dil:
TÜRKÇE


Sayfa Sayısı:
144


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 19.8 cm",5,152,"




                    Okuyacağım                


                    179                






                    Okuyorum                


                    30                






                    Okudum                


                    435                


",14.817," 29,19"
Dönüşüm,Franz Kafka,KAPRA YAYINCILIK,"Ailesini geçindirmekle yükümlü bir adam, işe gitmesi gereken sıradan bir günün sabahında kendini kocaman bir “böceğe” dönüşmüş halde bulsaydı ne olurdu? Kafka’nın en çarpıcı eseri olan Dönüşüm, düzenin çarkları arasında sıkışıp kalmış Gregor Samsa karakteri üzerinden okuyucuyu, insanlar arasındaki sömürü ve hiyerarşi üzerine düşünmeye zorluyor. Bayağı gerçekliğin ortasında öylece duran gerçeküstülük, toplumun farklılıklara karşı tahammülsüzlüğünü simgeliyor. Kendi içinde sıkışıp kalmışlığı, kendini ifade edememeyi, anlaşılamamayı ya da yanlış anlaşılmayı anlatırken aslında Samsa’nın ezici sorumluluklardan ve ezen insanlardan kurtulduğu bir “özgürlük alanı” mücadelesini de tasvir ediyor. Alegorik anlatımı, “modern insanın çevresine yabancılaşması” gibi pek çok kez işlenmiş ve günümüzde de her yanımıza işlemiş bir temayı en vurucu şekilde anlatan klasiklerden biri olmasıyla da öne çıkıyor.","Çevirmen:
 Simge Hançer


Yayın Tarihi:
21.12.2020


ISBN:
9786257751674


Dil:
TÜRKÇE


Sayfa Sayısı:
64


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
12.5 x 19.5 cm",5,49,"




                    Okuyacağım                


                    85                






                    Okuyorum                


                    6                






                    Okudum                


                    285                


",5.201," 7,90"
"Bütün Şiirleri (Ciltli, İplik Dikişli)",Orhan Veli Kanık,KAPRA YAYINCILIK,"Orhan Veli’nin şiirleri Türk şiirinde yeni bir dönem başlatır ve kendisinden sonra gelen şairlere de ilham olur. “Eskiye ait olan her şeyin, her şeyden evvel de şairanenin aleyhinde bulunmak lazım,” düşüncesiyle kaleme aldığı şiirleri, kendine özgü üslubu ve mizahı onu zamansız bir şair yapar.","Yayın Tarihi:
26.07.2022


ISBN:
9786258076806


Dil:
TÜRKÇE


Sayfa Sayısı:
250


Cilt Tipi:
Ciltli


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13 x 20 cm",5,17,"




                    Okuyacağım                


                    63                






                    Okuyorum                


                    10                






                    Okudum                


                    42                


",1.758," 19,90"
